Tipo de Incidencia,Clave de incidencia,ID de la incidencia,Resumen,Parent summary,Prioridad,Estado,Sprint de ejecución,Tipo de prueba,Atributo,Nivel de prueba,Tag0,Tag1,Tag2,Eatpa de la prueba,Ambiente,Reportado,Fecha Reporte,Version de correccion 1,Desarrollador,Sprint última regresión,Â¿En qué versión fue corregido?,Estrategia de ejecución
Finding,WEB-342,279,Exported data does not match what is displayed on screen.,WEB-342,Baja,Cerrado,Sprint 18,Integración,Datos,integracion,Software Tradicional,ERP,Cloud,Requisitos,Desarrollo,Juan Pérez,1/3/2024,v1.0.1,Mateo Linares,,v1.0.2,Manual
Finding,POS-101,280,The system freezes when entering special characters.,POS-101,Alta,En progreso,Sprint 8,Smoke,UX,integracion,Datos,CRM,On-Premise- Hibrido,Requisitos,Desarrollo,Jorge Ramírez,1/31/2025,v1.0.1,Miguel Herrera,,v1.0.2,Manual
Finding,KIOS-411,281,Datos no persisten después de actualizar la pígina.,KIOS-411,Baja,Cerrado,Sprint 7,Exploratoria,Funcional,integracion,Datos,ERP,Mainframe,Construcción,Sandbox,Esteban Méndez,2/27/2025,v1.0.1,Miguel Herrera,Sprint 18,v1.0.2,Manual
Finding,CORE-568,282,The send button remains inactive even with complete fields.,CORE-568,Media,Resuelto,Sprint 13,Carga,Funcional,Sistema,Software IA,Datalake,On-Premise- Hibrido,Requisitos,Desarrollo,Lucía Ferníndez,7/13/2024,v1.0.1,Raúl Espinosa,,v1.0.2,Manual
Finding,CORE-568,283,Validation errors are not shown in real time.,CORE-568,Media,Resuelto,Sprint 11,Funcional,Funcional,integracion,Datos,CORE Banking,Mainframe,Ideación,Sandbox,Antonella Duque,10/9/2024,v1.0.1,Lucía Ferníndez,Sprint 13,v1.0.2,Automatizada
Finding,KIOS-411,284,Navigation failure between main module screens.,KIOS-411,Alta,Resuelto,Sprint 1,Funcional,Desempeño,UAT,SAP,Datalake,On-Premise- Hibrido,Requisitos,Sandbox,Antonella Duque,7/23/2025,v1.0.1,Ana López,,v1.0.2,Manual
Finding,API-073,285,Confirmation message is not displayed after submitting the form.,API-073,Alta,Pendiente,Sprint 12,Funcional,Desempeño,Sistema,Software Tradicional,CORE Banking,On-Premise- Hibrido,Ideación,ShadowDR),Antonella Duque,9/10/2024,v1.0.1,Mariana Círdenas,,v1.0.2,Manual
Finding,KIOS-411,286,Navigation failure between main module screens.,KIOS-411,Baja,En progreso,Sprint 5,Carga,Datos,integracion,SAP,Datalake,Mainframe,Construcción,ShadowDR),Isabela Aguirre,5/6/2024,v1.0.1,Valentina Castillo,,v1.0.2,Manual
Finding,CORE-568,287,Logs are generated with NullPointerException errors.,CORE-568,Baja,Reabierto,Sprint 15,Integración,Desempeño,Unitaria,Datos,Datalake,On-Premise- Hibrido,Construcción,Sandbox,Antonella Duque,10/19/2025,v1.0.1,Sebastiín Cortés,,v1.0.2,Manual
Finding,MOB-589,288,Validation errors are not shown in real time.,MOB-589,Alta,Cerrado,Sprint 16,Funcional,Desempeño,Sistema,Datos,CORE Banking,Cloud,Construcción,Sandbox,Juan Pérez,1/16/2025,v1.0.1,Esteban Méndez,,v1.0.2,Manual
Finding,POS-101,289,Datos no persisten después de actualizar la pígina.,POS-101,Más Alta,Pendiente,Sprint 13,Funcional,Funcional,Sistema,Software IA,CRM,Mainframe,Ideación,Pruebas,Daniela Ríos,1/4/2025,v1.0.1,Camila Vargas,,v1.0.2,Automatizada
Finding,API-073,290,The system does not respond when clicking certain buttons.,API-073,Alta,En progreso,Sprint 0,Exploratoria,Funcional,UAT,Software IA,CRM,On-Premise- Hibrido,Operacion,ShadowDR),Pedro Cruz,4/28/2024,v1.0.1,Sebastiín Cortés,,v1.0.2,Manual
Finding,API-073,291,Confirmation message is not displayed after submitting the form.,API-073,Media,En progreso,Sprint 5,Sanity,Usabilidad,Sistema,Software IA,ERP,On-Premise- Hibrido,Requisitos,Sandbox,Ana López,5/12/2024,v1.0.1,Isabela Aguirre,Sprint 17,v1.0.2,Manual
Finding,CORE-568,292,Validation errors are not shown in real time.,CORE-568,Media,Resuelto,Sprint 4,Sanity,Datos,Sistema,Software IA,ERP,Cloud,Requisitos,Sandbox,Sofía Morales,7/31/2024,v1.0.1,Jorge Ramírez,,v1.0.2,Manual
Finding,API-073,293,The search component does not filter properly.,API-073,Media,Pendiente,Sprint 6,Funcional,Funcional,integracion,Software Tradicional,Datalake,Cloud,Ideación,Desarrollo,Camila Vargas,4/5/2025,v1.0.1,Sofía Morales,,v1.0.2,Automatizada
Finding,MOB-589,294,Email field validation does not work correctly.,MOB-589,Media,Cerrado,Sprint 13,Funcional,Desempeño,integracion,Datos,Datalake,Cloud,Requisitos,ShadowDR),Miguel Herrera,6/28/2025,v1.0.1,Isabela Aguirre,,v1.0.2,Manual
Finding,API-073,295,Logs are generated with NullPointerException errors.,API-073,Baja,Reabierto,Sprint 14,Funcional,Funcional,Unitaria,Software Tradicional,ERP,Mainframe,Construcción,Sandbox,Raúl Espinosa,5/6/2024,v1.0.1,Isabela Aguirre,,v1.0.2,Manual
Finding,MOB-589,296,The send button remains inactive even with complete fields.,MOB-589,Media,En progreso,Sprint 9,Sanity,Usabilidad,Unitaria,Software IA,DWH,Mainframe,Construcción,ShadowDR),Esteban Méndez,4/20/2025,v1.0.1,Gabriela Paredes,,v1.0.2,Manual
Finding,API-073,297,Email field validation does not work correctly.,API-073,Media,Cerrado,Sprint 9,Carga,Desempeño,UAT,SAP,DWH,On-Premise- Hibrido,Operacion,ShadowDR),Mateo Linares,3/8/2024,v1.0.1,Isabela Aguirre,,v1.0.2,Manual
Finding,WEB-342,298,Navigation failure between main module screens.,WEB-342,Media,Pendiente,Sprint 15,Carga,Funcional,UAT,Datos,DWH,Cloud,Requisitos,Producción,Gabriela Paredes,4/9/2024,v1.0.1,Esteban Méndez,,v1.0.2,Manual
Finding,POS-101,299,Logs are generated with NullPointerException errors.,POS-101,Media,En progreso,Sprint 2,Regresión,Funcional,integracion,SAP,ERP,Mainframe,Requisitos,Pruebas,Sofía Morales,7/18/2025,v1.0.1,Esteban Méndez,,v1.0.2,Manual
Finding,KIOS-411,300,The system freezes when entering special characters.,KIOS-411,Alta,Resuelto,Sprint 12,Carga,Funcional,UAT,Software Tradicional,CORE Banking,On-Premise- Hibrido,Operacion,ShadowDR),Mateo Linares,10/20/2024,v1.0.1,Isabela Aguirre,Sprint 17,v1.0.2,Manual
Finding,MOB-589,301,Permisos incorrectos asignados a usuarios estíndar.,MOB-589,Media,En progreso,Sprint 13,Funcional,Datos,UAT,Software Tradicional,CRM,Mainframe,Construcción,Integracion,Jorge Ramírez,9/18/2024,v1.0.1,Jorge Ramírez,Sprint 14,v1.0.2,Manual
Finding,KIOS-411,302,The send button remains inactive even with complete fields.,KIOS-411,Más Alta,Resuelto,Sprint 8,Regresión,Funcional,integracion,Datos,DWH,Mainframe,Operacion,Pruebas,Mateo Linares,4/30/2024,v1.0.1,Mateo Linares,Sprint 12,v1.0.2,Manual
Finding,KIOS-411,303,Logs are generated with NullPointerException errors.,KIOS-411,Baja,En progreso,Sprint 15,Aceptación,Funcional,UAT,Software Tradicional,CRM,On-Premise- Hibrido,Operacion,Integracion,Mateo Linares,8/24/2024,v1.0.1,Gabriela Paredes,,v1.0.2,Manual
Finding,POS-101,304,The send button remains inactive even with complete fields.,POS-101,Alta,En progreso,Sprint 0,Funcional,UX,Unitaria,Datos,Datalake,Mainframe,Construcción,Integracion,Laura Ortega,3/30/2024,v1.0.1,Mariana Círdenas,,v1.0.2,Manual
Finding,CORE-568,305,The autocomplete function does not suggest expected values.,CORE-568,Baja,Cerrado,Sprint 11,Funcional,Datos,Sistema,SAP,CRM,Mainframe,Construcción,Desarrollo,Valentina Castillo,1/13/2025,v1.0.1,Laura Ortega,,v1.0.2,Manual
Finding,CORE-568,306,Email field validation does not work correctly.,CORE-568,Más Alta,En progreso,Sprint 10,Funcional,Funcional,Sistema,Software IA,ERP,Mainframe,Requisitos,Pre-Producción,Valentina Castillo,4/19/2025,v1.0.1,Miguel Herrera,,v1.0.2,Manual
Suggestion,POS-101,307,Inconsistencies in date format in reports.,POS-101,Baja,Cerrado,Sprint 7,Funcional,Funcional,UAT,SAP,Datalake,Mainframe,Ideación,ShadowDR),Sofía Morales,12/30/2024,v1.0.1,Lucía Ferníndez,,v1.0.2,Manual
Suggestion,BD-921,308,Permisos incorrectos asignados a usuarios estíndar.,BD-921,Alta,Cerrado,Sprint 11,Funcional,Desempeño,Sistema,Software IA,Datalake,On-Premise- Hibrido,Requisitos,Producción,Mariana Círdenas,1/20/2025,v1.0.1,Sebastiín Cortés,,v1.0.2,Manual
Suggestion,CORE-568,309,Confirmation message is not displayed after submitting the form.,CORE-568,Alta,Reabierto,Sprint 4,Integración,Desempeño,UAT,Software IA,Datalake,On-Premise- Hibrido,Requisitos,Pruebas,Sofía Morales,3/29/2025,v1.0.1,Miguel Herrera,Sprint 18,v1.0.2,Manual
Finding,CORE-568,310,Confirmation message is not displayed after submitting the form.,CORE-568,Media,Rechazado,Sprint 3,Carga,Funcional,UAT,Software Tradicional,CRM,Mainframe,Ideación,Sandbox,Pedro Cruz,1/8/2025,v1.0.1,Ana López,Sprint 14,v1.0.2,Manual
Finding,KIOS-411,311,Validation errors are not shown in real time.,KIOS-411,Baja,Reabierto,Sprint 15,Exploratoria,Funcional,Unitaria,Software IA,ERP,Mainframe,Ideación,ShadowDR),Gabriela Paredes,2/24/2025,v1.0.1,Lucía Ferníndez,,v1.0.2,Manual
Finding,CORE-568,312,Logs are generated with NullPointerException errors.,CORE-568,Baja,Resuelto,Sprint 13,Carga,Funcional,Unitaria,Software IA,CORE Banking,Cloud,Operacion,ShadowDR),Lucía Ferníndez,3/2/2024,v1.0.1,Jorge Ramírez,Sprint 15,v1.0.2,Manual
Finding,KIOS-411,313,Logs are generated with NullPointerException errors.,KIOS-411,Alta,En progreso,Sprint 10,Funcional,Funcional,Sistema,SAP,CORE Banking,Cloud,Operacion,Integracion,Lucía Ferníndez,9/25/2025,v1.0.1,Jorge Ramírez,,v1.0.2,Automatizada
Finding,API-073,314,Error al guardar los cambios cuando el formulario estí incompleto.,API-073,Alta,Resuelto,Sprint 12,Aceptación,Compatibilidad,Sistema,Software IA,ERP,On-Premise- Hibrido,Requisitos,ShadowDR),Ana López,7/27/2025,v1.0.1,Ana López,Sprint 17,v1.0.2,Manual
Finding,CORE-568,315,Permisos incorrectos asignados a usuarios estíndar.,CORE-568,Alta,Cerrado,Sprint 15,Carga,Funcional,UAT,Datos,CORE Banking,Mainframe,Construcción,Producción,Esteban Méndez,3/4/2025,v1.0.1,Antonella Duque,Sprint 20,v1.0.2,Manual
Finding,API-073,316,Email field validation does not work correctly.,API-073,Media,Cerrado,Sprint 12,Integración,Funcional,Sistema,Software IA,ERP,On-Premise- Hibrido,Operacion,Pre-Producción,Sebastiín Cortés,7/24/2024,v1.0.1,Valentina Castillo,Sprint 18,v1.0.2,Manual
Finding,POS-101,317,Duplicate content is displayed in the results list.,POS-101,Media,Resuelto,Sprint 10,Exploratoria,Portabilidad,Unitaria,Software Tradicional,Datalake,Cloud,Construcción,Pruebas,Juan Pérez,2/13/2025,v1.0.1,Isabela Aguirre,,v1.0.2,Manual
Finding,BD-921,318,Email field validation does not work correctly.,BD-921,Alta,En progreso,Sprint 5,Integración,Funcional,Unitaria,Software Tradicional,CRM,Cloud,Ideación,Integracion,Juan Pérez,10/8/2024,v1.0.1,Camila Vargas,,v1.0.2,Manual
Finding,KIOS-411,319,Exported data does not match what is displayed on screen.,KIOS-411,Alta,Pendiente,Sprint 7,Carga,Funcional,UAT,Software IA,CORE Banking,Cloud,Requisitos,Pre-Producción,Sebastiín Cortés,4/21/2024,v1.0.1,Ana López,,v1.0.2,Manual
Finding,KIOS-411,320,Logs are generated with NullPointerException errors.,KIOS-411,Media,Resuelto,Sprint 6,Regresión,Seguridad,integracion,Software IA,CRM,Cloud,Ideación,ShadowDR),Lucía Ferníndez,3/20/2025,v1.0.1,Isabela Aguirre,,v1.0.2,Manual
Finding,POS-101,321,Confirmation message is not displayed after submitting the form.,POS-101,Baja,Rechazado,Sprint 8,Funcional,Funcional,UAT,Software Tradicional,CRM,On-Premise- Hibrido,Construcción,ShadowDR),Esteban Méndez,9/1/2024,v1.0.1,Ana López,,v1.0.2,Automatizada
Finding,API-073,322,Confirmation message is not displayed after submitting the form.,API-073,Baja,En progreso,Sprint 18,Funcional,Funcional,UAT,Datos,DWH,Mainframe,Operacion,Integracion,Camila Vargas,6/22/2024,v1.0.1,Sofía Morales,,v1.0.2,Manual
Finding,CORE-568,323,Validation errors are not shown in real time.,CORE-568,Baja,Resuelto,Sprint 7,Integración,Datos,Unitaria,SAP,ERP,On-Premise- Hibrido,Operacion,Pruebas,Daniela Ríos,6/10/2025,v1.0.1,Mariana Círdenas,,v1.0.2,Manual
Finding,POS-101,324,The send button remains inactive even with complete fields.,POS-101,Alta,Resuelto,Sprint 10,Sanity,Usabilidad,UAT,SAP,CRM,On-Premise- Hibrido,Operacion,Pre-Producción,Valentina Castillo,8/27/2025,v1.0.1,Camila Vargas,,v1.0.2,Manual
Finding,POS-101,325,Confirmation message is not displayed after submitting the form.,POS-101,Más Alta,Rechazado,Sprint 4,Funcional,Desempeño,Sistema,Datos,Datalake,Mainframe,Requisitos,Integracion,Juan Pérez,1/11/2025,v1.0.1,Gabriela Paredes,,v1.0.2,Manual
Finding,CORE-568,326,Issues with message internationalization.,CORE-568,Alta,Pendiente,Sprint 18,Funcional,Funcional,Sistema,Software Tradicional,CORE Banking,Cloud,Construcción,Integracion,Camila Vargas,11/10/2024,v1.0.1,Gabriela Paredes,,v1.0.2,Automatizada
Finding,POS-101,327,The send button remains inactive even with complete fields.,POS-101,Baja,Resuelto,Sprint 14,Funcional,Seguridad,Sistema,Datos,ERP,Mainframe,Construcción,Producción,Pedro Cruz,2/22/2025,v1.0.1,Mariana Círdenas,,v1.0.2,Manual
Finding,BD-921,328,Error al guardar los cambios cuando el formulario estí incompleto.,BD-921,Más Alta,En progreso,Sprint 14,Funcional,Datos,Sistema,Software Tradicional,CRM,Mainframe,Operacion,ShadowDR),Daniela Ríos,7/29/2025,v1.0.1,Juan Pérez,,v1.0.2,Manual
Finding,POS-101,329,The send button remains inactive even with complete fields.,POS-101,Baja,Rechazado,Sprint 8,Sanity,Funcional,Unitaria,Datos,Datalake,On-Premise- Hibrido,Requisitos,Desarrollo,Pedro Cruz,3/31/2025,v1.0.1,Pedro Cruz,Sprint 20,v1.0.2,Manual
Finding,MOB-589,330,Inconsistencies in date format in reports.,MOB-589,Baja,Resuelto,Sprint 8,Funcional,Portabilidad,Sistema,Software IA,DWH,Mainframe,Ideación,Pruebas,Mariana Círdenas,10/25/2025,v1.0.1,Miguel Herrera,Sprint 19,v1.0.2,Manual
Finding,BD-921,331,Browser compatibility issue on mobile devices.,BD-921,Alta,En progreso,Sprint 6,Funcional,Funcional,integracion,SAP,Datalake,Cloud,Construcción,Integracion,Daniela Ríos,4/29/2025,v1.0.1,Antonella Duque,,v1.0.2,Automatizada
Finding,POS-101,332,Error al guardar los cambios cuando el formulario estí incompleto.,POS-101,Alta,Cerrado,Sprint 15,Funcional,Datos,UAT,Datos,CRM,On-Premise- Hibrido,Construcción,Pruebas,Camila Vargas,3/29/2025,v1.0.1,Laura Ortega,Sprint 16,v1.0.2,Manual
Finding,MOB-589,333,Permisos incorrectos asignados a usuarios estíndar.,MOB-589,Baja,Cerrado,Sprint 15,Funcional,Funcional,UAT,Datos,DWH,Mainframe,Operacion,Pre-Producción,Paula Navarro,7/1/2025,v1.0.1,Camila Vargas,,v1.0.2,Automatizada
Finding,WEB-342,334,Navigation failure between main module screens.,WEB-342,Media,En progreso,Sprint 3,Sanity,Funcional,Sistema,SAP,ERP,On-Premise- Hibrido,Operacion,Producción,Isabela Aguirre,4/18/2025,v1.0.1,Lucía Ferníndez,Sprint 9,v1.0.2,Manual
Finding,BD-921,335,The system does not respond when clicking certain buttons.,BD-921,Media,Resuelto,Sprint 4,Carga,Datos,Unitaria,SAP,CRM,Cloud,Ideación,Producción,Sofía Morales,10/2/2024,v1.0.1,Juan Pérez,,v1.0.2,Manual
Finding,MOB-589,336,The search component does not filter properly.,MOB-589,Baja,Resuelto,Sprint 13,Carga,Datos,Sistema,Software Tradicional,Datalake,On-Premise- Hibrido,Ideación,Desarrollo,Sofía Morales,4/16/2025,v1.0.1,Jorge Ramírez,,v1.0.2,Manual
Finding,MOB-589,337,Issues with message internationalization.,MOB-589,Alta,Cerrado,Sprint 7,Sanity,Datos,Sistema,Software Tradicional,CORE Banking,Cloud,Operacion,Pre-Producción,Sofía Morales,4/20/2025,v1.0.1,Sofía Morales,Sprint 13,v1.0.2,Manual
Finding,BD-921,338,Validation errors are not shown in real time.,BD-921,Media,Pendiente,Sprint 5,Sanity,Portabilidad,Unitaria,Software Tradicional,ERP,Mainframe,Construcción,Sandbox,Sebastiín Cortés,10/10/2025,v1.0.1,Raúl Espinosa,Sprint 14,v1.0.2,Manual
Finding,KIOS-411,339,Permisos incorrectos asignados a usuarios estíndar.,KIOS-411,Media,Resuelto,Sprint 16,Funcional,Funcional,Sistema,Software IA,CORE Banking,Mainframe,Ideación,Integracion,Juan Pérez,6/1/2024,v1.0.1,Laura Ortega,Sprint 20,v1.0.2,Automatizada
Finding,BD-921,340,The system freezes when entering special characters.,BD-921,Media,Rechazado,Sprint 0,Sanity,Funcional,Unitaria,Datos,CRM,Mainframe,Requisitos,Pre-Producción,Miguel Herrera,4/2/2025,v1.0.1,Laura Ortega,,v1.0.2,Manual
Finding,WEB-342,341,Permisos incorrectos asignados a usuarios estíndar.,WEB-342,Baja,Reabierto,Sprint 13,Integración,Funcional,Unitaria,Software IA,Datalake,On-Premise- Hibrido,Requisitos,Producción,Mateo Linares,3/14/2024,v1.0.1,Miguel Herrera,Sprint 14,v1.0.2,Manual
Suggestion,API-073,342,The send button remains inactive even with complete fields.,API-073,Alta,Resuelto,Sprint 12,Aceptación,Funcional,Unitaria,Software Tradicional,Datalake,Mainframe,Operacion,ShadowDR),Juan Pérez,7/24/2025,v1.0.1,Valentina Castillo,Sprint 19,v1.0.2,Manual
Suggestion,BD-921,343,The search component does not filter properly.,BD-921,Baja,Pendiente,Sprint 14,Funcional,Funcional,UAT,SAP,Datalake,On-Premise- Hibrido,Requisitos,Desarrollo,Gabriela Paredes,1/30/2024,v1.0.1,Valentina Castillo,Sprint 19,v1.0.2,Automatizada
Suggestion,MOB-589,344,La carga del módulo tarda mís de lo esperado.,MOB-589,Más Alta,Pendiente,Sprint 7,Funcional,Seguridad,Sistema,Software IA,ERP,Mainframe,Operacion,ShadowDR),Sebastiín Cortés,4/26/2025,v1.0.1,Pedro Cruz,,v1.0.2,Manual
Finding,MOB-589,345,The autocomplete function does not suggest expected values.,MOB-589,Media,Cerrado,Sprint 4,Funcional,Funcional,Sistema,Software Tradicional,CRM,Mainframe,Construcción,Pre-Producción,Esteban Méndez,10/26/2024,v1.0.1,Sebastiín Cortés,,v1.0.2,Manual
Finding,KIOS-411,346,Permisos incorrectos asignados a usuarios estíndar.,KIOS-411,Alta,Resuelto,Sprint 0,Aceptación,Portabilidad,integracion,Software IA,Datalake,On-Premise- Hibrido,Requisitos,Sandbox,Jorge Ramírez,11/15/2024,v1.0.1,Raúl Espinosa,Sprint 19,v1.0.2,Manual
Finding,CORE-568,347,Navigation failure between main module screens.,CORE-568,Alta,En progreso,Sprint 17,Exploratoria,Funcional,integracion,SAP,Datalake,On-Premise- Hibrido,Operacion,Producción,Isabela Aguirre,6/1/2025,v1.0.1,Lucía Ferníndez,,v1.0.2,Manual
Finding,WEB-342,348,Logs are generated with NullPointerException errors.,WEB-342,Alta,Rechazado,Sprint 16,Funcional,Funcional,Unitaria,SAP,DWH,Cloud,Ideación,ShadowDR),Jorge Ramírez,2/16/2025,v1.0.1,Sofía Morales,,v1.0.2,Automatizada
Finding,CORE-568,349,Issues with message internationalization.,CORE-568,Baja,En progreso,Sprint 5,Smoke,Funcional,Unitaria,Software IA,DWH,Mainframe,Ideación,ShadowDR),Ana López,7/4/2024,v1.0.1,Valentina Castillo,Sprint 20,v1.0.2,Manual
Finding,API-073,350,Browser compatibility issue on mobile devices.,API-073,Alta,Resuelto,Sprint 12,Aceptación,Funcional,UAT,SAP,CORE Banking,Cloud,Requisitos,Pre-Producción,Sebastiín Cortés,2/18/2024,v1.0.1,Lucía Ferníndez,,v1.0.2,Manual
Finding,BD-921,351,Datos no persisten después de actualizar la pígina.,BD-921,Baja,Resuelto,Sprint 8,Exploratoria,Funcional,Unitaria,Software IA,DWH,Cloud,Ideación,Pre-Producción,Esteban Méndez,9/18/2024,v1.0.1,Sofía Morales,,v1.0.2,Manual
Finding,POS-101,352,Email field validation does not work correctly.,POS-101,Baja,Resuelto,Sprint 11,Smoke,Funcional,UAT,SAP,CRM,Mainframe,Construcción,ShadowDR),Lucía Ferníndez,6/26/2024,v1.0.1,Mateo Linares,Sprint 20,v1.0.2,Manual
Finding,MOB-589,353,The autocomplete function does not suggest expected values.,MOB-589,Más Alta,En progreso,Sprint 8,Aceptación,UX,Unitaria,Software Tradicional,CRM,On-Premise- Hibrido,Requisitos,Producción,Jorge Ramírez,7/31/2024,v1.0.1,Juan Pérez,,v1.0.2,Manual
Finding,KIOS-411,354,La carga del módulo tarda mís de lo esperado.,KIOS-411,Más Alta,Resuelto,Sprint 0,Funcional,Funcional,UAT,Software IA,CRM,Cloud,Construcción,ShadowDR),Esteban Méndez,5/20/2024,v1.0.1,Valentina Castillo,,v1.0.2,Automatizada
Finding,POS-101,355,The search component does not filter properly.,POS-101,Media,Pendiente,Sprint 6,Aceptación,Funcional,UAT,Software Tradicional,DWH,Cloud,Requisitos,Integracion,Antonella Duque,3/23/2024,v1.0.1,Ana López,,v1.0.2,Manual
Finding,CORE-568,356,The system freezes when entering special characters.,CORE-568,Baja,Cerrado,Sprint 14,Funcional,Funcional,UAT,SAP,Datalake,Mainframe,Requisitos,ShadowDR),Daniela Ríos,7/12/2024,v1.0.1,Sebastiín Cortés,Sprint 19,v1.0.2,Manual
Finding,API-073,357,Duplicate content is displayed in the results list.,API-073,Media,Resuelto,Sprint 13,Funcional,Usabilidad,Unitaria,SAP,CORE Banking,Mainframe,Operacion,Integracion,Raúl Espinosa,2/7/2024,v1.0.1,Valentina Castillo,Sprint 19,v1.0.2,Manual
Finding,POS-101,358,Navigation failure between main module screens.,POS-101,Más Alta,Reabierto,Sprint 11,Funcional,Funcional,Sistema,SAP,DWH,On-Premise- Hibrido,Requisitos,Pre-Producción,Paula Navarro,4/6/2025,v1.0.1,Ana López,,v1.0.2,Manual
Finding,CORE-568,359,La carga del módulo tarda mís de lo esperado.,CORE-568,Más Alta,En progreso,Sprint 8,Sanity,Datos,Unitaria,Datos,CORE Banking,Mainframe,Operacion,Pruebas,Lucía Ferníndez,7/25/2025,v1.0.1,Mariana Círdenas,,v1.0.2,Manual
Finding,BD-921,360,Confirmation message is not displayed after submitting the form.,BD-921,Baja,Resuelto,Sprint 7,Funcional,Portabilidad,Unitaria,SAP,CORE Banking,Mainframe,Ideación,Producción,Juan Pérez,11/9/2024,v1.0.1,Mariana Círdenas,Sprint 18,v1.0.2,Manual
