Tipo de Incidencia,Clave de incidencia,ID de la incidencia,Resumen,Parent summary,Prioridad,Estado,Sprint de ejecución,Tipo de prueba,Atributo,Nivel de prueba,Tag0,Tag1,Tag2,Etapa de la prueba,Ambiente,Reportado,Fecha Reporte,Versión de corrección 1,Desarrollador,Sprint última regresión,En qué versión fue corregido?,Estrategia de ejecución
Task,TECH-1708,463983,Create necessary tables in mssql,,Trivial,Done,Sprint 158: 9/4 - 9/17/25,,,,Create necessary tables in mssql,,,,,Annie Wendel,9/10/2025 16:56,v1.0,Jongman Paek,Sprint 159: 9/18 - 10/1/25,v1.0,Manual
Task,TECH-1707,463981,Create a Linked server in the LTI database to access the machines score database,,Trivial,Done,Sprint 158: 9/4 - 9/17/25,,,,Create,Linked,LTI,,,Annie Wendel,9/10/2025 16:55,v1.0,Jongman Paek,Sprint 159: 9/18 - 10/1/25,v1.0,Manual
Bug,TECH-1706,463976,"DLI - Rating Admin Site - When a form is denied in Formstack, the test appears in the DLI review queue as denied by two previous raters",,Trivial,Done,Sprint 158: 9/4 - 9/17/25,,Functional,,DLI,Rating Admin Site,,,,Valentina Lorusso,9/10/2025 12:14,v1.0,Annie Wendel,Sprint 159: 9/18 - 10/1/25,v1.0,Manual
Task,TECH-1739,463959,Task: Pull the demo content (4 items) in through Learnosity.,,Trivial,Done,Sprint 160: 10/2 - 10/15/25,,,,Task,,,,,Annie Wendel,9/9/2025 16:04,v1.0,Jongman Paek,Sprint 161: 10/16 - 10/29/25,v1.0,Manual
Story,TECH-1737,463957,II instruction page,,Trivial,Done,Sprint 160: 10/2 - 10/15/25,,,,II instruction page,,,,,Annie Wendel,9/9/2025 16:04,v1.0,Jongman Paek,Sprint 161: 10/16 - 10/29/25,v1.0,Manual
Story,TECH-1735,463955,II setup page,,Trivial,Done,Sprint 160: 10/2 - 10/15/25,,,,II setup page,,,,,Annie Wendel,9/9/2025 16:04,v1.0,Jongman Paek,Sprint 161: 10/16 - 10/29/25,v1.0,Manual
Story,TECH-1732,463951,Choose an II test,,Trivial,Done,Sprint 160: 10/2 - 10/15/25,,,,Choose an II test,,,,,Annie Wendel,9/9/2025 16:04,v1.0,Jongman Paek,Sprint 161: 10/16 - 10/29/25,v1.0,Manual
Story,TECH-1730,463949,II Intro page,,Trivial,Done,Sprint 163: 11/13-11/26/25,,,,II Intro page,,,,,Annie Wendel,9/9/2025 16:04,v1.0,Jongman Paek,Sprint 164: 11/26 - 12/10/25,v1.0,Manual
Epic,TECH-1722,463947,ASL AAPPL Demo build,,Trivial,In Development,,,,,ASL AAPPL Demo build,,,,,Annie Wendel,9/9/2025 16:03,V3,Jongman Paek,,V3,Manual
Story,TECH-1705,463944,"As an ASL user, I want the ASL system check to be linked to on the standard system check page and the -SP system check page so that all system checks are interlinked and easy to locate.",,Trivial,Done,Sprint 158: 9/4 - 9/17/25,System,,,As an ASL user,,,,,Annie Wendel,9/9/2025 11:54,v1.0,Jongman Paek,Sprint 159: 9/18 - 10/1/25,v1.0,Manual
Story,TECH-1704,463942,As an ASL user I want to see the ASL system check linked to on the AAPPL login screen so that I know where to go to check my system before testing.,,Trivial,Done,Sprint 158: 9/4 - 9/17/25,System,,,ASL,AAPPL,,,,Annie Wendel,9/9/2025 11:54,v1.0,Jongman Paek,Sprint 159: 9/18 - 10/1/25,v1.0,Manual
Bug,TECH-1703,463909,DLI - Missing Grids in OARS,,Trivial,Done,Sprint 158: 9/4 - 9/17/25,,Functional,,DLI,Missing Grids in OARS,,,,Valentina Lorusso,9/8/2025 14:38,v1.0,Annie Wendel,Sprint 159: 9/18 - 10/1/25,v1.0,Manual
Task,TECH-1702,463865,Learning curve on Formstack code,,Trivial,Done,Sprint 158: 9/4 - 9/17/25,,,,Learning curve on Formstack code,,,,,Annie Wendel,9/5/2025 13:19,v1.0,Yun Ju Lee,Sprint 159: 9/18 - 10/1/25,v1.0,Manual
Story,TECH-1701,463863,"When a rater indicates that a retest is recommended, the form should require completion of the Problem Report section but also allow the rater to proceed to page 2 and generate a rationale.",,Trivial,Done,Sprint 158: 9/4 - 9/17/25,,,,When,Problem Report,,,,Annie Wendel,9/5/2025 13:18,v1.0,Yun Ju Lee,Sprint 159: 9/18 - 10/1/25,v1.0,Manual
Story,TECH-1700,463861,"As ACTFL, I want the form to default to report a problem to ACTFL when a rater selects that no wind down was conducted so that tests that do not meet the ILR protocol requirements are reported.",,Trivial,Done,Sprint 158: 9/4 - 9/17/25,,,,As ACTFL,,,,,Annie Wendel,9/5/2025 13:18,v1.0,Yun Ju Lee,Sprint 159: 9/18 - 10/1/25,v1.0,Manual
Story,TECH-1699,463859,"As ACTFL, I want the form to default to report a problem to ACTFL when a rater selects that no warm up was conducted so that tests that do not meet the ILR protocol requirements are reported.",,Trivial,Done,Sprint 158: 9/4 - 9/17/25,,,,As ACTFL,,,,,Annie Wendel,9/5/2025 13:17,v1.0,Yun Ju Lee,Sprint 159: 9/18 - 10/1/25,v1.0,Manual
Story,TECH-1698,463857,"As a rater, I want the Validate button to be renamed to Generate Rationale so that its purpose is clear and I don't mistakenly click it multiple times.",,Trivial,Done,Sprint 158: 9/4 - 9/17/25,,,,As a rater,,,,,Annie Wendel,9/5/2025 13:17,v1.0,Yun Ju Lee,Sprint 159: 9/18 - 10/1/25,v1.0,Manual
Story,TECH-1697,463855,"As a rater, I want the Validate button to appear above the rationale text boxes instead of below them so that the clickpath is clear and I don't have to scroll up and down.",,Trivial,Done,Sprint 158: 9/4 - 9/17/25,,,,As a rater,,,,,Annie Wendel,9/5/2025 13:17,v1.0,Yun Ju Lee,Sprint 159: 9/18 - 10/1/25,v1.0,Manual
Story,TECH-1696,463853,"As a rater, I want the Validate button to become green again if I modify my checkbox selections at the top of page 2 so that I can re-validate based on the new selections.",,Trivial,Done,Sprint 158: 9/4 - 9/17/25,,,,As a rater,validate based on the new selections.,,,,Annie Wendel,9/5/2025 13:17,v1.0,Yun Ju Lee,Sprint 159: 9/18 - 10/1/25,v1.0,Manual
Story,TECH-1695,463851,"As a rater, I want the Validate button to be greyed out once I click it so that I don't inadvertently click it again and cause issues with the rationale.",,Trivial,Done,Sprint 158: 9/4 - 9/17/25,,,,As a rater,,,,,Annie Wendel,9/5/2025 13:17,v1.0,Yun Ju Lee,Sprint 159: 9/18 - 10/1/25,v1.0,Manual
Story,TECH-1694,463849,"As a rater, I want the checkbox selections on page 2 of the form to stay checked when I click the Validate button so that I can modify them without starting over.",,Trivial,Done,Sprint 158: 9/4 - 9/17/25,,,,As a rater,,,,,Annie Wendel,9/5/2025 13:17,v1.0,Yun Ju Lee,Sprint 159: 9/18 - 10/1/25,v1.0,Manual
Story,TECH-1693,463847,"As a rater, I want to be exempted from page 2 of the form if my rating agrees with that of a previous rater (not the tester) so that I save time when a form has already been collected for the rating.",,Trivial,Done,Sprint 158: 9/4 - 9/17/25,,,,As a rater,,,,,Annie Wendel,9/5/2025 13:16,v1.0,Yun Ju Lee,Sprint 159: 9/18 - 10/1/25,v1.0,Manual
Story,TECH-1692,463845,"As ACTFL, I want the form to always allow the rater to proceed to page 2 and generate a rationale, even when the rating selected is UR or NR so that there is always an opportunity for a rationale to be provided and flow with the form.",,Trivial,Done,Sprint 158: 9/4 - 9/17/25,,,,As ACTFL,,,,,Annie Wendel,9/5/2025 13:16,v1.0,Yun Ju Lee,Sprint 159: 9/18 - 10/1/25,v1.0,Manual
Story,TECH-1691,463843,"As ACTFL and LTI, I want to edit all fields in forms submitted as a problem report and for all fields and edits to pull back into the LTI system through the API so that the data that flows to DLI will always support the test rating.",,Trivial,Done,Sprint 158: 9/4 - 9/17/25,System,,,As ACTFL and LTI,,,,,Annie Wendel,9/5/2025 13:16,v1.0,Yun Ju Lee,Sprint 159: 9/18 - 10/1/25,v1.0,Manual
Test Execution,TECH-1690,463840,Patching Testing on Prod,,Trivial,Done,Sprint 158: 9/4 - 9/17/25,,,,Patching Testing on Prod,,,,,Valentina Lorusso,9/5/2025 11:02,v1.0,Valentina Lorusso,,v1.0,Manual
Sub-task,TECH-1689,463817,Eliminate PII from being sent to TDMS WPT system,,Trivial,In Development,Sprint 158: 9/4 - 9/17/25,System,,,Eliminate PII,TDMS WPT,,,,Vijay Damania,9/4/2025 13:05,v1.0,Vijay Damania,Sprint 159: 9/18 - 10/1/25,v1.0,Manual
Sub-task,TECH-1688,463815,Eliminate PII from being sent to TDMS OPIc system,,Trivial,In Development,Sprint 158: 9/4 - 9/17/25,System,,,Eliminate PII,TDMS OPIc,,,,Vijay Damania,9/4/2025 13:04,v1.0,Vijay Damania,Sprint 159: 9/18 - 10/1/25,v1.0,Manual
Sub-task,TECH-1687,463813,Eliminate PII from being sent to TDMS AAPPL system,,Trivial,Done,Sprint 158: 9/4 - 9/17/25,System,,,Eliminate PII,TDMS AAPPL,,,,Vijay Damania,9/4/2025 13:04,v1.0,Vijay Damania,Sprint 159: 9/18 - 10/1/25,v1.0,Manual
Sub-task,TECH-1686,463811,Eliminate PII from being sent to TDMS Listening system,,Trivial,Done,Sprint 158: 9/4 - 9/17/25,System,,,Eliminate PII,TDMS Listening,,,,Vijay Damania,9/4/2025 13:04,v1.0,Vijay Damania,Sprint 159: 9/18 - 10/1/25,v1.0,Manual
Sub-task,TECH-1685,463809,Eliminate PII from being sent to TDMS Reading system,,Trivial,Done,Sprint 158: 9/4 - 9/17/25,System,,,Eliminate PII,TDMS Reading,,,,Vijay Damania,9/4/2025 13:04,v1.0,Vijay Damania,Sprint 159: 9/18 - 10/1/25,v1.0,Manual
Bug,TECH-1684,463742,DLI - Retest checkbox does not enforce completion of the Problem Report section,,Trivial,Done,Sprint 157: 8/21 - 9/3/25,,Functional,,DLI,,,,,Valentina Lorusso,9/3/2025 12:53,v1.0,Annie Wendel,Sprint 158: 9/4 - 9/17/25,v1.0,Manual
Task,TECH-1683,463682,Re-validation/edits of different messages visible on Manager Portal and Recruiting Portal - 4 hours,,Trivial,Done,Sprint 158: 9/4 - 9/17/25,,,,validation,4 hours,,,,Annie Wendel,9/2/2025 10:07,v1.0,Vijay Damania,Sprint 159: 9/18 - 10/1/25,v1.0,Manual
Task,TECH-1682,463680,Retest check enhancement on Recruiting Portal - 4 hours.,,Trivial,Done,Sprint 158: 9/4 - 9/17/25,,,,Retest check enhancement on Recruiting Portal,4 hours.,,,,Annie Wendel,9/2/2025 10:07,v1.0,Vijay Damania,Sprint 159: 9/18 - 10/1/25,v1.0,Manual
Task,TECH-1681,463678,"Retest check enhancement on Manager Portal - 8 hours  (I think First Name and Last Name check should not be done as people may mistype the name, can you re-confirm)",,Trivial,Done,Sprint 158: 9/4 - 9/17/25,,,,Retest check enhancement on Manager Portal,can you re,confirm),,,Annie Wendel,9/2/2025 10:05,v1.0,Vijay Damania,Sprint 159: 9/18 - 10/1/25,v1.0,Manual
Task,TECH-1680,463676,Onetime pulling data from TMS-HD for old records to validate retest,,Trivial,Done,Sprint 158: 9/4 - 9/17/25,,,,Onetime pulling data from TMS,,,,,Annie Wendel,9/2/2025 10:04,v1.0,Vijay Damania,Sprint 159: 9/18 - 10/1/25,v1.0,Manual
Epic,TECH-1679,463674,APM: BofA retest logic for all testing back to 2013,,Trivial,Done,,,,,APM,,,,,Annie Wendel,9/2/2025 9:55,v1.0,,,v1.0,Manual
Test Execution,TECH-1652,463645,DLI Test Execution - Alexa,,Trivial,Done,Sprint 157: 8/21 - 9/3/25,,,,DLI Test Execution,Alexa,,,,Alexa Altez,9/1/2025 12:22,v1.0,Alexa Altez,Sprint 158: 9/4 - 9/17/25,v1.0,Manual
Test Execution,TECH-1651,463644,DLI Test Execution - Valentina,,Trivial,Done,Sprint 157: 8/21 - 9/3/25,,,,DLI Test Execution,Valentina,,,,Alexa Altez,9/1/2025 12:21,v1.0,Valentina Lorusso,Sprint 158: 9/4 - 9/17/25,v1.0,Manual
Bug,TECH-1650,463616,DLI - Rater Site - In the first page of form the checkbox is misaligned with the text,,Trivial,Done,Sprint 157: 8/21 - 9/3/25,,Functional,,DLI,Rater Site,,,,Valentina Lorusso,8/29/2025 16:16,v1.0,Annie Wendel,Sprint 158: 9/4 - 9/17/25,v1.0,Manual
Bug,TECH-1649,463609,DLI - Rater Site -  The Grid column for the DLI tests is displayed as “N” value instead of “Y”,,Trivial,Done,Sprint 157: 8/21 - 9/3/25,,Functional,,DLI,Rater Site,,,,Valentina Lorusso,8/29/2025 10:49,v1.0,Annie Wendel,Sprint 158: 9/4 - 9/17/25,v1.0,Manual
Epic,TECH-2104,463576,"APM: In Rater Admin, Filter raters by language",,Trivial,In Development,,,,,APM,In Rater Admin,Filter raters by language,,,Annie Wendel,8/28/2025 16:53,v1.0,Yun Ju Lee,,v1.0,Manual
Story,TECH-1659,463427,"As a BoA user, I want to close the pop up window and proceed to order my test without needing to reload the ordering page or navigate back to it so that the lookup step doesn’t interrupt the flow of ordering.",,Trivial,Done,Sprint 157: 8/21 - 9/3/25,,,,As a BoA user,,,,,Annie Wendel,8/26/2025 10:41,v1.0,,Sprint 158: 9/4 - 9/17/25,v1.0,Manual
Story,TECH-1658,463425,"As a BoA Recruiting Portal user, I want to see the same LOB Lookup by Job Code popup when I click the link so that I can confirm the LOB before placing my order.",,Trivial,Done,Sprint 157: 8/21 - 9/3/25,,,,As a BoA Recruiting Portal user,,,,,Annie Wendel,8/26/2025 10:41,v1.0,Vijay Damania,Sprint 158: 9/4 - 9/17/25,v1.0,Manual
Story,TECH-1657,463423,"As BoA, I want to see a link on the Recruiting Portal test ordering screen labeled “Click here to confirm which LOB your job code aligns to in LTI’s system.” so that I can trigger the opening of a popup window where I can confirm LOB before ordering.",,Trivial,Done,Sprint 157: 8/21 - 9/3/25,System,,,As BoA,,,,,Annie Wendel,8/26/2025 10:40,v1.0,Vijay Damania,Sprint 158: 9/4 - 9/17/25,v1.0,Manual
Story,TECH-1656,463421,"As a BoA user, I want to see the Business Unit and Job Title associated with the Job Code I have searched for in the pop up so that I have the correct information to proceed with my order.",,Trivial,Done,Sprint 157: 8/21 - 9/3/25,,,,As a BoA user,,,,,Annie Wendel,8/26/2025 10:39,v1.0,Vijay Damania,Sprint 158: 9/4 - 9/17/25,v1.0,Manual
Story,TECH-1655,463419,"As a BoA user, I want a new popup called “LOB Lookup by Job Code” to open when I click the link so that I can search for the Job Code in a textbox.",,Trivial,Done,Sprint 157: 8/21 - 9/3/25,,,,As a BoA user,,,,,Annie Wendel,8/26/2025 10:39,v7,Vijay Damania,Sprint 158: 9/4 - 9/17/25,v7,Manual
Story,TECH-1654,463417,"As BoA, I want to see a link on the Manager Portal test ordering screen labeled “Click here to confirm which LOB your job code aligns to in LTI’s system.” so that a popup window opens where I can confirm the LOB for the job code before ordering.",,Trivial,Done,Sprint 157: 8/21 - 9/3/25,System,,,As BoA,,,,,Annie Wendel,8/26/2025 10:37,v1.0,Vijay Damania,Sprint 158: 9/4 - 9/17/25,v1.0,Manual
Story,TECH-1914,463402,Add new RP content to web portal and present dynamically based on test version,,Trivial,To Do,,,,,Add,,,,,Annie Wendel,8/26/2025 9:48,versions,Vijay Damania,,versions,Manual
Story,TECH-1910,463400,Add prompt text to rater site,,Trivial,To Do,,,,,Add prompt text to rater site,,,,,Annie Wendel,8/26/2025 9:48,versions,Jongman Paek,,versions,Manual
Story,TECH-1919,463398,Ingest new prompts into the system,,Trivial,To Do,,System,,,Ingest new prompts into the system,,,,,Annie Wendel,8/26/2025 9:48,versions,Jongman Paek,,versions,Manual
Story,TECH-1925,463396,"As BoA, I want candidates who retest multiple times in Spanish until they have taken all versions to, on their next retest, be served up a version different from the latest one they took so that the content they saw most recently is not repeated.",,Trivial,To Do,,,,,As BoA,on their next retest,,,,Annie Wendel,8/26/2025 9:47,versions,Jongman Paek,,versions,Manual
Story,TECH-1923,463394,"As BoA, I want candidates who retest in Spanish to always be served up a version that they have not previously taken so that the test content varies between administrations.",,Trivial,To Do,,,,,As BoA,,,,,Annie Wendel,8/26/2025 9:47,version that,Jongman Paek,,version that,Manual
Story,TECH-1917,463392,"As a BoA user of the manager portal and the recruiting portal, I want to implement 4 OPIc test versions (each, for proctored and unproctored flows) for Spanish so that the content is much more varied for that language.",,Trivial,To Do,,,,,BoA,OPIc,Spanish,,,Annie Wendel,8/26/2025 9:47,versions,Jongman Paek,,versions,Manual
Story,TECH-1915,463390,"As BoA, I want candidates who retest to be served up a different version from the one that they originally took so that their responses are original and unrehearsed.",,Trivial,To Do,,,,,As BoA,,,,,Annie Wendel,8/26/2025 9:47,version from,Jongman Paek,,version from,Manual
Story,TECH-1909,463388,"As BoA, I want candidates to be randomly assigned one of the multiple OPIc versions when they test for the first time so that test content is varied and more secure.",,Trivial,To Do,,,,,As BoA,,,,,Annie Wendel,8/26/2025 9:47,versions,Jongman Paek,,versions,Manual
Story,TECH-1912,463386,"As BoA, I want to implement 2 different OPIc versions each for the proctored flow and 2 for the unproctored flow for all languages except Spanish so that candidates can be randomly assigned content when they test the first time.",,Trivial,To Do,,,,,As BoA,,,,,Annie Wendel,8/26/2025 9:21,versions,Jongman Paek,,versions,Manual
Task,TECH-1671,463384,Add email templates to the workflow email tool,,Trivial,To Do,,,,,Add,,,,,Annie Wendel,8/26/2025 9:20,v1.0,Vijay Damania,,v1.0,Manual
Task,TECH-1674,463382,Set up 14 email templates and their triggers,,Trivial,To Do,,,,,Set,,,,,Annie Wendel,8/26/2025 9:19,v1.0,Vijay Damania,,v1.0,Manual
Task,TECH-1673,463380,Make LPT and RPT available on the BoA Manager Portal only for roles with a minimum proficiency level set for those tests,,Trivial,To Do,,,,,Make LPT,RPT,BoA Manager,,,Annie Wendel,8/26/2025 9:17,v1.0,Vijay Damania,,v1.0,Manual
Story,TECH-1648,463378,"As a data analytics specialist, I want to see accurate data for Rating Start Date and Rating End Date so that my reporting is consistent.(OPI)",,Trivial,In Development,Sprint 157: 8/21 - 9/3/25,,,,As a data analytics specialist,,,,,Yun Ju Lee,8/26/2025 5:35,v1.0,Yun Ju Lee,Sprint 158: 9/4 - 9/17/25,v1.0,Manual
Task,TECH-1644,463361,"Allow for Column C in uploaded Excel to be Student ID; system should validate that either ID or Username is present, both should not be required.",,Trivial,Done,Sprint 157: 8/21 - 9/3/25,System,,,both should not be required.,,,,,Annie Wendel,8/25/2025 15:51,v1.0,Stephen Benavides,Sprint 158: 9/4 - 9/17/25,v1.0,Manual
Task,TECH-1643,463359,Set up daily email notification containing summary of bulk accommodations requests ingested during that day,,Trivial,Done,Sprint 157: 8/21 - 9/3/25,,,,Set,,,,,Annie Wendel,8/25/2025 15:50,v1.0,Stephen Benavides,Sprint 158: 9/4 - 9/17/25,v1.0,Manual
Task,TECH-1642,463357,Add Failed column on bulk request screen with the number of Failed records,,Trivial,Done,Sprint 157: 8/21 - 9/3/25,,,,Add Failed,Failed,,,,Annie Wendel,8/25/2025 15:47,v1.0,Stephen Benavides,Sprint 158: 9/4 - 9/17/25,v1.0,Manual
Epic,TECH-1653,463352,"APM: BofA Add ""Look up Job Code/LOB"" search to BofA ordering flows (manager and recruiting portals)",,Trivial,Done,,,,,APM,"BofA Add ""Look up Job Code",,,,Annie Wendel,8/25/2025 13:45,v1.0,Vijay Damania,,v1.0,Manual
Epic,TECH-1903,463349,APM: add more test versions to the BofA computer-supported telephone OPIc,,Trivial,To Do,,,,,APM,supported telephone OPIc,,,,Annie Wendel,8/25/2025 13:12,versions,Jongman Paek,,versions,Manual
Epic,TECH-1675,463348,APM: Evaluate adding LPT/RPT test ordering to the BofA Manager Portal,,Trivial,To Do,,,,,APM,Evaluate adding LPT,,,,Annie Wendel,8/25/2025 13:11,v1.0,Annie Wendel,,v1.0,Manual
Task,TECH-1641,463282,Change text on Accommodations Status page,,Trivial,Done,Sprint 157: 8/21 - 9/3/25,,,,Change text on Accommodations Status page,,,,,Annie Wendel,8/22/2025 10:22,v1.0,Vijay Damania,,v1.0,Manual
Task,TECH-1640,463279,Change code for DLI grid counting for invoice,,Trivial,Done,Sprint 157: 8/21 - 9/3/25,,,,Change,DLI,,,,Yun Ju Lee,8/22/2025 8:08,v1.0,Yun Ju Lee,Sprint 158: 9/4 - 9/17/25,v1.0,Manual
Task,TECH-1617,463250,Add the Min. Prof. level required on the Test Scheduled and Test Rating pages as is for OPIc/OPI,,Trivial,To Do,,,,,OPI,,,,,Annie Wendel,8/21/2025 9:20,v1.0,Vijay Damania,,v1.0,Manual
Task,TECH-1616,463248,Emails function like those from the Manager portal,,Trivial,To Do,,,,,Emails,Manager,,,,Annie Wendel,8/21/2025 9:20,v1.0,Vijay Damania,,v1.0,Manual
Task,TECH-1615,463246,Update wording on Test Request Summary page,,Trivial,To Do,,,,,Update,Test Request,Summary,,,Annie Wendel,8/21/2025 9:19,v1.0,Vijay Damania,,v1.0,Manual
Task,TECH-1611,463217,"Testing SP driven Auto request acceptance emails for OPI, OPIc, WPT belong to Testsites",,Trivial,Done,Sprint 157: 8/21 - 9/3/25,,,,OPIc,WPT belong to Testsites,,,,Vijay Damania,8/20/2025 14:41,v1.0,Rohan Gandhi,,v1.0,Manual
Task,TECH-1614,463199,Update email templates.,,Trivial,To Do,,,,,Update email templates.,,,,,Annie Wendel,8/19/2025 11:49,v1.0,Vijay Damania,,v1.0,Manual
Task,TECH-1613,463197,Configure WPT under the eligible LOBs,,Trivial,To Do,,,,,Configure WPT under the eligible LOBs,,,,,Annie Wendel,8/19/2025 11:49,v1.0,Vijay Damania,,v1.0,Manual
Task,TECH-1585,463194,"Handle fixes/communications, etc.",,Trivial,Done,Sprint 158: 9/4 - 9/17/25,,,,Handle fixes,communications,etc.,,,Annie Wendel,8/19/2025 9:59,v1.0,Jongman Paek,Sprint 159: 9/18 - 10/1/25,v1.0,Manual
Task,TECH-1584,463192,Repull all existing live ALIRA content so that the images will have alt text added,,Trivial,Done,Sprint 158: 9/4 - 9/17/25,,,,Repull,ALIRA,,,,Annie Wendel,8/19/2025 9:59,v1.0,Jongman Paek,Sprint 159: 9/18 - 10/1/25,v1.0,Manual
Task,TECH-1583,463190,"Pull the new ALIRA content, ensuring that the alt text is in place on all images.",,Trivial,Done,Sprint 158: 9/4 - 9/17/25,,,,Pull the new ALIRA content,,,,,Annie Wendel,8/19/2025 9:59,v1.0,Jongman Paek,Sprint 159: 9/18 - 10/1/25,v1.0,Manual
Task,TECH-1581,463188,Pull final content to Prod and turn on.,,Trivial,Done,Sprint 157: 8/21 - 9/3/25,,,,Pull,Prod,,,,Annie Wendel,8/19/2025 9:55,v1.0,Jongman Paek,Sprint 158: 9/4 - 9/17/25,v1.0,Manual
Task,TECH-1580,463186,"Handle repulls, communications, etc.",,Trivial,Done,Sprint 157: 8/21 - 9/3/25,,,,Handle repulls,communications,etc.,,,Annie Wendel,8/19/2025 9:55,v1.0,Jongman Paek,Sprint 158: 9/4 - 9/17/25,v1.0,Manual
